feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,walking_distance_to_nearest_greenspace
Scotland,2019,local_neighbourhood_improvement,Don't Know,7,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2015,local_neighbourhood_improvement,Neighbourhood stayed the same,74,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2013,local_neighbourhood_improvement,Neighbourhood much better,1,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2017,local_neighbourhood_improvement,Don't Know,4,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2015,local_neighbourhood_improvement,Neighbourhood a little better,9,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2017,local_neighbourhood_improvement,Neighbourhood a little worse,12,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2016,local_neighbourhood_improvement,Neighbourhood a little worse,11,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2016,local_neighbourhood_improvement,Neighbourhood a little better,13,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2019,local_neighbourhood_improvement,Neighbourhood a little worse,23,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2017,local_neighbourhood_improvement,Don't Know,5,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2015,local_neighbourhood_improvement,Neighbourhood much worse,8,All,All,All,All,All,All,More than 10 minutes
Scotland,2015,local_neighbourhood_improvement,Neighbourhood much better,3,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2017,local_neighbourhood_improvement,Don't Know,8,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2013,local_neighbourhood_improvement,Neighbourhood a little better,21,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2013,local_neighbourhood_improvement,Neighbourhood much worse,5,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2015,local_neighbourhood_improvement,Neighbourhood much worse,1,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2019,local_neighbourhood_improvement,Don't Know,10,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2019,local_neighbourhood_improvement,Neighbourhood a little worse,12,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2013,local_neighbourhood_improvement,Neighbourhood stayed the same,78,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2019,local_neighbourhood_improvement,Don't Know,5,All,All,All,All,All,All,More than 10 minutes
Dundee City,2016,local_neighbourhood_improvement,Neighbourhood a little better,5,All,All,All,All,All,All,More than 10 minutes
Scotland,2015,local_neighbourhood_improvement,Neighbourhood a little better,12,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2015,local_neighbourhood_improvement,Neighbourhood a little worse,14,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2013,local_neighbourhood_improvement,Neighbourhood stayed the same,66,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2016,local_neighbourhood_improvement,Neighbourhood stayed the same,74,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2013,local_neighbourhood_improvement,Neighbourhood a little worse,12,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2014,local_neighbourhood_improvement,Neighbourhood stayed the same,67,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2019,local_neighbourhood_improvement,Neighbourhood a little worse,13,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2017,local_neighbourhood_improvement,Neighbourhood a little worse,11,All,All,All,All,All,All,More than 10 minutes
Dundee City,2017,local_neighbourhood_improvement,Neighbourhood much worse,4,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2017,local_neighbourhood_improvement,Neighbourhood a little better,9,All,All,All,All,All,All,More than 10 minutes
Orkney Islands,2017,local_neighbourhood_improvement,Don't Know,3,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2016,local_neighbourhood_improvement,Neighbourhood stayed the same,55,All,All,All,All,All,All,More than 10 minutes
Falkirk,2017,local_neighbourhood_improvement,Neighbourhood much worse,2,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2019,local_neighbourhood_improvement,Neighbourhood a little worse,6,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2013,local_neighbourhood_improvement,Neighbourhood a little better,4,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2016,local_neighbourhood_improvement,Neighbourhood a little worse,9,All,All,All,All,All,All,More than 10 minutes
Orkney Islands,2015,local_neighbourhood_improvement,Neighbourhood stayed the same,84,All,All,All,All,All,All,More than 10 minutes
Orkney Islands,2015,local_neighbourhood_improvement,Don't Know,2,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2014,local_neighbourhood_improvement,Neighbourhood a little better,14,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2014,local_neighbourhood_improvement,Neighbourhood much worse,5,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2017,local_neighbourhood_improvement,Neighbourhood much better,2,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2016,local_neighbourhood_improvement,Don't Know,5,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2019,local_neighbourhood_improvement,Neighbourhood a little better,11,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2017,local_neighbourhood_improvement,Neighbourhood a little better,8,All,All,All,All,All,All,More than 10 minutes
Orkney Islands,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,72,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2013,local_neighbourhood_improvement,Neighbourhood stayed the same,50,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2014,local_neighbourhood_improvement,Neighbourhood a little better,26,All,All,All,All,All,All,More than 10 minutes
Orkney Islands,2017,local_neighbourhood_improvement,Neighbourhood a little worse,9,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2016,local_neighbourhood_improvement,Neighbourhood a little better,15,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2015,local_neighbourhood_improvement,Neighbourhood much better,2,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2013,local_neighbourhood_improvement,Neighbourhood a little worse,26,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2013,local_neighbourhood_improvement,Neighbourhood a little better,35,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,71,All,All,All,All,All,All,More than 10 minutes
Orkney Islands,2019,local_neighbourhood_improvement,Neighbourhood stayed the same,76,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2016,local_neighbourhood_improvement,Neighbourhood a little better,12,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2013,local_neighbourhood_improvement,Neighbourhood stayed the same,55,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2013,local_neighbourhood_improvement,Neighbourhood much better,10,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2013,local_neighbourhood_improvement,Don't Know,5,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2013,local_neighbourhood_improvement,Don't Know,7,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2019,local_neighbourhood_improvement,Neighbourhood much worse,6,All,All,All,All,All,All,More than 10 minutes
Scotland,2019,local_neighbourhood_improvement,Neighbourhood a little worse,13,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2016,local_neighbourhood_improvement,Neighbourhood much worse,5,All,All,All,All,All,All,More than 10 minutes
Scotland,2015,local_neighbourhood_improvement,Neighbourhood stayed the same,64,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2016,local_neighbourhood_improvement,Neighbourhood stayed the same,58,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2016,local_neighbourhood_improvement,Neighbourhood much worse,6,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2013,local_neighbourhood_improvement,Neighbourhood a little worse,15,All,All,All,All,All,All,More than 10 minutes
East Renfrewshire,2017,local_neighbourhood_improvement,Neighbourhood a little better,8,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2016,local_neighbourhood_improvement,Neighbourhood a little better,12,All,All,All,All,All,All,More than 10 minutes
West Lothian,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,39,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,55,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2017,local_neighbourhood_improvement,Neighbourhood much worse,3,All,All,All,All,All,All,More than 10 minutes
Falkirk,2017,local_neighbourhood_improvement,Don't Know,6,All,All,All,All,All,All,More than 10 minutes
Scotland,2019,local_neighbourhood_improvement,Neighbourhood stayed the same,62,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2013,local_neighbourhood_improvement,Neighbourhood much better,6,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2016,local_neighbourhood_improvement,Neighbourhood stayed the same,72,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2014,local_neighbourhood_improvement,Neighbourhood much worse,4,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2017,local_neighbourhood_improvement,Neighbourhood much better,1,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2014,local_neighbourhood_improvement,Neighbourhood much better,7,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2013,local_neighbourhood_improvement,Neighbourhood much worse,2,All,All,All,All,All,All,More than 10 minutes
West Lothian,2017,local_neighbourhood_improvement,Don't Know,4,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2014,local_neighbourhood_improvement,Don't Know,2,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2016,local_neighbourhood_improvement,Neighbourhood much worse,2,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2019,local_neighbourhood_improvement,Don't Know,7,All,All,All,All,All,All,More than 10 minutes
Scotland,2014,local_neighbourhood_improvement,Neighbourhood much worse,4,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2014,local_neighbourhood_improvement,Neighbourhood a little better,5,All,All,All,All,All,All,More than 10 minutes
Highland,2013,local_neighbourhood_improvement,Don't Know,4,All,All,All,All,All,All,More than 10 minutes
Dundee City,2017,local_neighbourhood_improvement,Neighbourhood much better,5,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2015,local_neighbourhood_improvement,Neighbourhood a little worse,12,All,All,All,All,All,All,More than 10 minutes
Falkirk,2017,local_neighbourhood_improvement,Neighbourhood a little better,47,All,All,All,All,All,All,More than 10 minutes
Scotland,2019,local_neighbourhood_improvement,Neighbourhood much better,2,All,All,All,All,All,All,More than 10 minutes
Scotland,2013,local_neighbourhood_improvement,Don't Know,4,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2013,local_neighbourhood_improvement,Neighbourhood a little better,24,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2014,local_neighbourhood_improvement,Neighbourhood a little worse,14,All,All,All,All,All,All,More than 10 minutes
Scotland,2014,local_neighbourhood_improvement,Neighbourhood stayed the same,64,All,All,All,All,All,All,More than 10 minutes
Scotland,2013,local_neighbourhood_improvement,Neighbourhood a little worse,14,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2013,local_neighbourhood_improvement,Neighbourhood stayed the same,39,All,All,All,All,All,All,More than 10 minutes
Scotland,2015,local_neighbourhood_improvement,Don't Know,5,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2017,local_neighbourhood_improvement,Neighbourhood much better,5,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2014,local_neighbourhood_improvement,Neighbourhood stayed the same,47,All,All,All,All,All,All,More than 10 minutes
Dundee City,2017,local_neighbourhood_improvement,Neighbourhood a little worse,10,All,All,All,All,All,All,More than 10 minutes
Scotland,2016,local_neighbourhood_improvement,Neighbourhood stayed the same,65,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2019,local_neighbourhood_improvement,Neighbourhood a little better,19,All,All,All,All,All,All,More than 10 minutes
Dundee City,2016,local_neighbourhood_improvement,Don't Know,6,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2013,local_neighbourhood_improvement,Neighbourhood a little better,10,All,All,All,All,All,All,More than 10 minutes
Highland,2013,local_neighbourhood_improvement,Neighbourhood a little worse,6,All,All,All,All,All,All,More than 10 minutes
Dundee City,2017,local_neighbourhood_improvement,Don't Know,24,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2017,local_neighbourhood_improvement,Neighbourhood a little worse,14,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2015,local_neighbourhood_improvement,Neighbourhood much worse,1,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2016,local_neighbourhood_improvement,Neighbourhood much worse,5,All,All,All,All,All,All,More than 10 minutes
Scotland,2014,local_neighbourhood_improvement,Neighbourhood a little worse,12,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2017,local_neighbourhood_improvement,Neighbourhood a little better,16,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2014,local_neighbourhood_improvement,Neighbourhood a little worse,18,All,All,All,All,All,All,More than 10 minutes
Falkirk,2017,local_neighbourhood_improvement,Neighbourhood much better,6,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2019,local_neighbourhood_improvement,Neighbourhood stayed the same,51,All,All,All,All,All,All,More than 10 minutes
East Renfrewshire,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,64,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2017,local_neighbourhood_improvement,Neighbourhood much better,3,All,All,All,All,All,All,More than 10 minutes
Highland,2013,local_neighbourhood_improvement,Neighbourhood a little better,5,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2016,local_neighbourhood_improvement,Don't Know,3,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2016,local_neighbourhood_improvement,Neighbourhood much better,1,All,All,All,All,All,All,More than 10 minutes
Scotland,2017,local_neighbourhood_improvement,Neighbourhood much better,3,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2013,local_neighbourhood_improvement,Don't Know,3,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2016,local_neighbourhood_improvement,Neighbourhood a little worse,14,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2014,local_neighbourhood_improvement,Don't Know,2,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2016,local_neighbourhood_improvement,Neighbourhood much worse,8,All,All,All,All,All,All,More than 10 minutes
Scotland,2013,local_neighbourhood_improvement,Neighbourhood much worse,4,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2014,local_neighbourhood_improvement,Don't Know,11,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2015,local_neighbourhood_improvement,Don't Know,2,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2017,local_neighbourhood_improvement,Don't Know,6,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2015,local_neighbourhood_improvement,Neighbourhood stayed the same,56,All,All,All,All,All,All,More than 10 minutes
Scotland,2015,local_neighbourhood_improvement,Neighbourhood a little worse,13,All,All,All,All,All,All,More than 10 minutes
Dundee City,2016,local_neighbourhood_improvement,Neighbourhood stayed the same,65,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2013,local_neighbourhood_improvement,Neighbourhood much worse,5,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2014,local_neighbourhood_improvement,Neighbourhood much better,1,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2016,local_neighbourhood_improvement,Neighbourhood a little worse,5,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2017,local_neighbourhood_improvement,Don't Know,7,All,All,All,All,All,All,More than 10 minutes
Dundee City,2017,local_neighbourhood_improvement,Neighbourhood a little better,8,All,All,All,All,All,All,More than 10 minutes
West Lothian,2017,local_neighbourhood_improvement,Neighbourhood much better,8,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2016,local_neighbourhood_improvement,Don't Know,15,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2013,local_neighbourhood_improvement,Neighbourhood a little better,4,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2015,local_neighbourhood_improvement,Neighbourhood much better,1,All,All,All,All,All,All,More than 10 minutes
Scotland,2019,local_neighbourhood_improvement,Neighbourhood much worse,5,All,All,All,All,All,All,More than 10 minutes
Scotland,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,61,All,All,All,All,All,All,More than 10 minutes
Orkney Islands,2017,local_neighbourhood_improvement,Neighbourhood a little better,16,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2017,local_neighbourhood_improvement,Neighbourhood a little better,9,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2017,local_neighbourhood_improvement,Neighbourhood much better,3,All,All,All,All,All,All,More than 10 minutes
Falkirk,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,37,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2016,local_neighbourhood_improvement,Neighbourhood stayed the same,66,All,All,All,All,All,All,More than 10 minutes
Inverclyde,2017,local_neighbourhood_improvement,Neighbourhood a little worse,22,All,All,All,All,All,All,More than 10 minutes
East Renfrewshire,2017,local_neighbourhood_improvement,Neighbourhood much worse,4,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2019,local_neighbourhood_improvement,Neighbourhood much worse,3,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2019,local_neighbourhood_improvement,Neighbourhood stayed the same,45,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2016,local_neighbourhood_improvement,Don't Know,1,All,All,All,All,All,All,More than 10 minutes
Scotland,2015,local_neighbourhood_improvement,Neighbourhood much worse,4,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2013,local_neighbourhood_improvement,Neighbourhood much worse,7,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2019,local_neighbourhood_improvement,Neighbourhood a little better,9,All,All,All,All,All,All,More than 10 minutes
Scotland,2016,local_neighbourhood_improvement,Don't Know,5,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2017,local_neighbourhood_improvement,Neighbourhood a little better,14,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2017,local_neighbourhood_improvement,Neighbourhood much worse,5,All,All,All,All,All,All,More than 10 minutes
Scotland,2016,local_neighbourhood_improvement,Neighbourhood a little worse,12,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2019,local_neighbourhood_improvement,Neighbourhood a little better,11,All,All,All,All,All,All,More than 10 minutes
Aberdeen City,2013,local_neighbourhood_improvement,Don't Know,8,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2019,local_neighbourhood_improvement,Don't Know,10,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2015,local_neighbourhood_improvement,Don't Know,7,All,All,All,All,All,All,More than 10 minutes
Dundee City,2016,local_neighbourhood_improvement,Neighbourhood a little worse,23,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2016,local_neighbourhood_improvement,Neighbourhood much worse,1,All,All,All,All,All,All,More than 10 minutes
Scotland,2017,local_neighbourhood_improvement,Neighbourhood a little worse,11,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2015,local_neighbourhood_improvement,Neighbourhood a little worse,12,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2015,local_neighbourhood_improvement,Don't Know,1,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,63,All,All,All,All,All,All,More than 10 minutes
Glasgow City,2013,local_neighbourhood_improvement,Don't Know,5,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2019,local_neighbourhood_improvement,Neighbourhood a little better,7,All,All,All,All,All,All,More than 10 minutes
Orkney Islands,2015,local_neighbourhood_improvement,Neighbourhood a little better,4,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2015,local_neighbourhood_improvement,Neighbourhood stayed the same,81,All,All,All,All,All,All,More than 10 minutes
Orkney Islands,2019,local_neighbourhood_improvement,Neighbourhood much worse,3,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2016,local_neighbourhood_improvement,Neighbourhood much worse,3,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2013,local_neighbourhood_improvement,Neighbourhood a little worse,9,All,All,All,All,All,All,More than 10 minutes
Dundee City,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,49,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2016,local_neighbourhood_improvement,Neighbourhood a little worse,11,All,All,All,All,All,All,More than 10 minutes
Scotland,2014,local_neighbourhood_improvement,Neighbourhood much better,3,All,All,All,All,All,All,More than 10 minutes
Highland,2013,local_neighbourhood_improvement,Neighbourhood much better,1,All,All,All,All,All,All,More than 10 minutes
Scotland,2013,local_neighbourhood_improvement,Neighbourhood stayed the same,63,All,All,All,All,All,All,More than 10 minutes
Aberdeenshire,2019,local_neighbourhood_improvement,Neighbourhood stayed the same,69,All,All,All,All,All,All,More than 10 minutes
City of Edinburgh,2019,local_neighbourhood_improvement,Neighbourhood a little worse,10,All,All,All,All,All,All,More than 10 minutes
North Lanarkshire,2015,local_neighbourhood_improvement,Don't Know,1,All,All,All,All,All,All,More than 10 minutes
West Dunbartonshire,2017,local_neighbourhood_improvement,Neighbourhood stayed the same,73,All,All,All,All,All,All,More than 10 minutes
South Lanarkshire,2015,local_neighbourhood_improvement,Neighbourhood much better,2,All,All,All,All,All,All,More than 10 minutes
